-6.588536153370655457e-02 -7.190188647066528044e-05 -7.236162097234047721e-05 3.737228219712650029e-05 2.189177463278109447e-04 -4.870895221467500024e-04 -1.210752186583107654e-02 -5.603258345871489285e-03 -1.088239546360271308e-02 5.862548106899753350e-03
1.975901389449201309e-16 8.593031988546968782e-05 7.829652213844093354e-05 -3.674055511671098467e-05 -8.813363114682633509e-05 1.118005015791132114e-03 1.701597667357397300e-02 1.127105065376850408e-02 1.852514612885776749e-02 -1.065333182895684960e-02
6.588536153370683213e-02 -1.505550602700538379e-04 -1.460559076567626534e-04 7.224831256211330715e-05 -1.515537565483122690e-04 -6.804658353595442310e-04 -9.162448975739709636e-03 -9.569437817142525601e-03 -1.531977181202919328e-02 9.708861208341971333e-03
6.495398249372865260e-17 9.675991778448104965e-05 7.769853149939495187e-05 -2.981018739015361689e-05 4.584304631622304111e-05 5.173628370015358408e-04 -1.701597667452937890e-02 8.069785814078460351e-03 5.014768856265617615e-03 -6.508259004523844586e-03
5.755702511640413345e-16 -1.710330648434516671e-04 -1.503349064998006938e-04 6.492457626494220848e-05 -3.916089918319397886e-05 -1.059927801388382932e-04 2.126997084111112088e-02 -4.642909034870345945e-03 3.643082079487310141e-03 3.691434724687414192e-03
3.460295712176245592e-16 1.179143028769748664e-04 7.587161080509075678e-05 -1.558057095990016792e-05 6.326796064056495496e-05 -1.094676189578122372e-04 2.333903898643819423e-12 1.706336221552184071e-03 -2.353991498472924118e-02 1.868504000974174949e-03
4.547329994831171813e-16 -2.061675435478528789e-04 -1.587153664958723611e-04 5.344329965659701086e-05 -2.959792121869037217e-05 4.391425796801231348e-04 -4.591852718261088822e-13 3.663123826936895595e-03 2.255908519607161683e-02 -6.093797043041459041e-03
4.318720109619440755e-16 1.477119854938922707e-04 7.074748520415208980e-05 7.132596297481607394e-06 5.672489481228595480e-05 -6.791082124821235747e-04 -1.408015522881632390e-12 -7.586771547824775093e-03 -3.093691768508482980e-12 1.529308680144648297e-02
4.931956148915271591e-17 -2.591857658428502837e-04 -1.751052598538464192e-04 3.999864082160879556e-05 8.622760416202429262e-06 1.011844139251383235e-03 1.092468010770146783e-12 1.615248137175355134e-02 1.002793981069046226e-13 -1.316904696016814487e-02
3.848466421921667975e-16 1.790857757954183549e-04 5.396939359165359737e-05 4.287981534028475637e-05 9.056543881448674902e-06 -8.574118352173745175e-04 2.460650650082165018e-13 -1.346040114322674501e-02 2.170472025023556571e-12 3.299245073161624215e-11
5.094084683061889334e-16 -3.501809422331435707e-04 -2.224301316741288451e-04 3.645594952993279906e-05 1.534674360880935464e-04 -1.971086863140358869e-04 1.952852399572925778e-13 1.306057226150399422e-12 -1.047906514536032711e-12 -2.955551243929165436e-11
4.825884623003028193e-16 9.192115696780212193e-05 -1.041172634199022574e-04 1.523870213869459283e-04 -2.334838705724951631e-05 2.857985296992520617e-06 -8.029381131116437250e-14 -2.089286884610168847e-14 -2.297564729587529700e-13 -4.011125824530531642e-15
3.803559413582554786e-17 -1.250754411419392666e-04 4.084462422492871574e-05 -6.677377739119780753e-05 2.779569836962333157e-05 -3.402363888621049748e-06 -4.378870994942111094e-14 -3.839067290986629257e-13 -1.810603938469427133e-13 5.904676723125832659e-13
2.425592467828240966e-16 1.762235165351706031e-04 -7.219829926399469109e-05 1.003014043421217701e-04 -3.262973050682632366e-05 3.994080897158862789e-06 -3.471432171450795916e-14 -1.342657241950388081e-13 -2.061929654331287051e-13 3.250206025270915285e-15
3.367355788143152205e-16 -1.115956416369757065e-04 1.384060877503644996e-04 -1.367496857307574703e-04 3.785048681375695426e-05 -4.633132159664931908e-06 4.006167681383610553e-14 -1.384239208071346153e-13 -2.241906524888724113e-13 8.285263600938859120e-13
2.600029262184646446e-16 1.537426229764096686e-04 -1.445249730401133143e-04 1.540029514698902690e-04 -4.345796555807316698e-05 5.319523107343201364e-06 -7.349830457968431832e-14 -4.697859169829875845e-14 -1.639337333584381675e-13 -2.672931736992512976e-13
4.786936375559130115e-16 -2.563022060666314507e-04 2.225931726173394911e-04 -2.537176394976860716e-04 4.945216694807252016e-05 -6.053249151718189933e-06 2.706047525648432772e-14 -2.023918284267933720e-13 -2.705387132970943313e-13 5.176577075604037605e-13
2.870559797816109171e-16 2.041427920276323200e-04 4.028756762617393100e-05 3.490398927797358036e-05 -5.583308985074434988e-05 6.834316369531583822e-06 -1.852342644110340615e-14 -6.770490526892668468e-13 -3.139777617221450922e-13 3.234290324893584032e-13
