3.462951296830532079e-03 -1.196508885589156088e-04 7.338137150972472481e-05 -7.206917113818979165e-05 -3.152761100107602890e-04 -7.347081884292567221e-04 -1.588366607039244996e-02 -9.776862042284667834e-04 -1.017002900939320033e-03 -4.214567293964350918e-03
2.803436519347763975e-16 1.707039128581944393e-04 -7.900959712308875608e-05 5.021792054625729443e-05 1.269263368674923402e-04 1.686358218459477068e-03 2.232299015295968747e-02 1.966632649655057023e-03 1.731248183852460718e-03 7.658646537449785921e-03
-3.462951296830920223e-03 -2.408873501025584479e-04 1.546989200112121939e-04 -1.528788894197588804e-04 2.182613432933788072e-04 -1.026389988957751792e-03 -1.202007162102181580e-02 -1.669726227265814957e-03 -1.431693276142603083e-03 -6.979669601955302422e-03
4.129965543182261095e-16 1.706110551286585657e-04 -9.168449735089588494e-05 6.315138765453952373e-05 -6.602124190554419046e-05 7.803713588402907877e-04 -2.232299015386672580e-02 1.408058987612274956e-03 4.686499749586553855e-04 4.678766842524713192e-03
-2.019280331469752181e-16 -2.459241130252575683e-04 1.787835750288091410e-04 -1.794940346721664369e-04 5.639788532692032455e-05 -1.598756802016074109e-04 2.790373769236251245e-02 -8.101193658407150220e-04 3.404604451403097070e-04 -2.653760768287249158e-03
1.884196477920151704e-17 1.697966792297151415e-04 -1.164113180114431412e-04 8.813151631410453516e-05 -9.111585502498939276e-05 -1.651169802061198944e-04 -4.431623465470966928e-13 2.977305821142912424e-04 -2.199898172492908890e-03 -1.343261640965373984e-03
3.951425995422592913e-16 -2.555625633899101675e-04 2.201673046604179953e-04 -2.256182418294245076e-04 4.262567531947387761e-05 6.623867407201547517e-04 3.086148865806998499e-13 6.391612591022619591e-04 2.108235742739128418e-03 4.380811440160100288e-03
-6.478163894090451438e-17 1.662023832329311262e-04 -1.511012784842064006e-04 1.222006595687475891e-04 -8.169280180200367387e-05 -1.024342199767419755e-03 3.848035588294083702e-13 -1.323780106123091096e-03 1.135127971512213822e-11 -1.099415177092246190e-02
1.305512878850437092e-16 -2.736862708975894981e-04 2.828788484173711047e-04 -2.969296021183578612e-04 -1.241815483980309749e-05 1.526229025804459738e-03 -1.481377199212340783e-12 2.818370534434354140e-03 -1.095673653597303958e-11 9.467186248510095145e-03
-1.003109252154172333e-16 1.515468524188184625e-04 -1.868748597337803832e-04 1.529256309854623835e-04 -1.304283915975405937e-05 -1.293288938009641174e-03 6.479568419025890303e-13 -2.348642113105842144e-03 1.138289508504693923e-12 3.272696151550369131e-11
-3.565348527209446911e-17 -3.228912896954563264e-04 3.924053623541353796e-04 -4.287891331849895708e-04 -2.210173526405828604e-04 -2.973115763373091218e-04 -2.598587770046869720e-13 1.786222143011367559e-12 -1.540986619388608623e-12 -2.616770751662690541e-11
3.473887827192496722e-16 -5.567076014765959452e-07 -6.860155513894977241e-05 -3.198792198028370149e-05 3.362535895410487447e-05 4.310884439553544159e-06 -1.104700519247706002e-14 3.098435973875090985e-13 -9.114562620813918305e-14 -7.838762192774099611e-13
2.345239902875906165e-16 -7.950286518530081542e-05 6.266597004568467185e-05 2.449639494114507214e-05 -4.003019062347339444e-05 -5.132004474227646966e-06 -1.020694773483781795e-13 -5.472482522802740273e-13 -1.635596677868036089e-13 -6.923202132775070071e-13
-2.441556923247739142e-17 2.176386007910407222e-05 -9.866326286225863944e-05 1.575566390062141270e-05 4.699196384004102788e-05 6.024526690184565646e-06 -5.300782158326537660e-14 2.682368430875439540e-14 -1.303174192742425660e-14 -4.719211515312843129e-13
-3.841516860034508498e-17 9.079345737247051390e-05 2.467660688527446205e-05 6.698368965046498289e-05 -5.451067619509789909e-05 -6.988449505305834994e-06 -6.730859934163344273e-14 -6.034258172402501753e-13 -1.885740386105971630e-13 -4.318279609516909872e-13
1.984030144066209757e-16 -8.697062449264405496e-05 -8.348783554934630069e-05 -1.903633227123412586e-05 6.258633254439299645e-05 8.023776313888887485e-06 -2.049451042888671543e-14 2.364088212423410522e-13 -1.819945825981646089e-14 -3.191766778964370922e-13
-8.854132582660182344e-17 1.645834967008287075e-04 1.550785628720095354e-04 -3.208444123704521907e-05 -7.121892824369089106e-05 -9.130502651771436588e-06 -5.038471456763565508e-14 -6.801630908155796754e-13 -1.762859014477701965e-13 -5.805670394371686678e-13
